parameter,n_eff
"starter_vs_spec[4,5]",4124.31920736472
"starter_vs_spec[4,6]",4416.27597070108
"starter_vs_spec[4,7]",4904.7240336349
"starter_vs_spec[4,8]",4533.26257442896
"starter_vs_spec[4,9]",4107.31089431618
"starter_vs_spec[4,10]",4393.29693811609
"starter_vs_spec[4,11]",4497.87155250819
"starter_vs_spec[4,12]",4968.7681168246
"starter_vs_spec[4,13]",4788.31011491229
"starter_vs_spec[4,14]",4389.09947713061
"starter_vs_spec[4,15]",4729.77887104137
"starter_vs_spec[4,16]",4181.6021272254
"starter_vs_spec[4,17]",5107.47581054878
"starter_vs_spec[4,18]",4225.66058607428
"starter_vs_spec[4,19]",4502.1355200392
"starter_vs_spec[4,20]",4630.4577056208
"starter_vs_spec[5,1]",4122.08278559934
"starter_vs_spec[5,2]",4194.31847824349
"starter_vs_spec[5,3]",4335.5774655247
"starter_vs_spec[5,4]",3669.16651836855
"starter_vs_spec[5,5]",3998.32969219369
"starter_vs_spec[5,6]",3077.22767333507
"starter_vs_spec[5,7]",3908.45647208697
"starter_vs_spec[5,8]",3564.7362442628
"starter_vs_spec[5,9]",4411.54595794664
"starter_vs_spec[5,10]",5187.59415141702
"starter_vs_spec[5,11]",4278.79276820177
"starter_vs_spec[5,12]",4257.06402092933
"starter_vs_spec[5,13]",4301.60082346357
"starter_vs_spec[5,14]",4212.46146912735
"starter_vs_spec[5,15]",4414.37810379944
"starter_vs_spec[5,16]",3637.26662523482
"starter_vs_spec[5,17]",5179.2145597205
"starter_vs_spec[5,18]",4485.45742253675
"starter_vs_spec[5,19]",4490.08351012533
"starter_vs_spec[5,20]",4892.17641780647
"starter_vs_spec[6,1]",3900.11198848489
"starter_vs_spec[6,2]",4431.9150881263
"starter_vs_spec[6,3]",5294.5028031034
"starter_vs_spec[6,4]",4352.14510840138
"starter_vs_spec[6,5]",4454.22727764267
"starter_vs_spec[6,6]",3824.11972529862
"starter_vs_spec[6,7]",4976.50339819858
"starter_vs_spec[6,8]",4076.1979188349
"starter_vs_spec[6,9]",3987.51236489843
"starter_vs_spec[6,10]",3971.28900833156
"starter_vs_spec[6,11]",4449.9245942023
"starter_vs_spec[6,12]",4375.28426981185
"starter_vs_spec[6,13]",4458.69175088025
"starter_vs_spec[6,14]",3582.12611129804
"starter_vs_spec[6,15]",4512.10670945621
"starter_vs_spec[6,16]",4338.14434930985
"starter_vs_spec[6,17]",3983.50334556347
"starter_vs_spec[6,18]",3861.12543633217
"starter_vs_spec[6,19]",4069.28203460805
"starter_vs_spec[6,20]",4853.31150275317
"starter_vs_spec[7,1]",4380.68054762027
"starter_vs_spec[7,2]",4689.27855548331
"starter_vs_spec[7,3]",4952.83910054625
"starter_vs_spec[7,4]",3948.03161661309
"starter_vs_spec[7,5]",4013.55827588096
"starter_vs_spec[7,6]",4288.89005901432
"starter_vs_spec[7,7]",4087.55123875889
"starter_vs_spec[7,8]",4280.9183129109
"starter_vs_spec[7,9]",4583.08310127103
"starter_vs_spec[7,10]",4417.69859876902
"starter_vs_spec[7,11]",4080.11960364732
"starter_vs_spec[7,12]",3755.53906027865
"starter_vs_spec[7,13]",4154.13827430473
"starter_vs_spec[7,14]",4960.68725253697
"starter_vs_spec[7,15]",4994.10391722687
"starter_vs_spec[7,16]",4758.46292988885
"starter_vs_spec[7,17]",3998.87610401256
"starter_vs_spec[7,18]",4770.1900647169
"starter_vs_spec[7,19]",4481.26638657357
"starter_vs_spec[7,20]",4161.03797208793
"spec_vs_starter[1,1]",4030.42523510632
"spec_vs_starter[1,2]",3330.32763541127
"spec_vs_starter[1,3]",3341.56878831758
"spec_vs_starter[1,4]",4857.71911889095
"spec_vs_starter[1,5]",3788.15161459215
"spec_vs_starter[1,6]",3664.6570080543
"spec_vs_starter[1,7]",4259.35848371523
"spec_vs_starter[2,1]",3834.7471269777
"spec_vs_starter[2,2]",4612.08805722149
"spec_vs_starter[2,3]",4160.28817980592
"spec_vs_starter[2,4]",4756.02464029277
"spec_vs_starter[2,5]",4364.71320676502
"spec_vs_starter[2,6]",4355.71308061331
"spec_vs_starter[2,7]",4544.79374926451
"spec_vs_starter[3,1]",4542.39639713364
"spec_vs_starter[3,2]",4797.11448314289
"spec_vs_starter[3,3]",4727.71888781756
"spec_vs_starter[3,4]",4620.28287798652
"spec_vs_starter[3,5]",3965.47668637297
"spec_vs_starter[3,6]",4784.33355047919
"spec_vs_starter[3,7]",4993.42967509609
"spec_vs_starter[4,1]",4111.2076198215
"spec_vs_starter[4,2]",4000.57960632756
"spec_vs_starter[4,3]",3800.11148879823
"spec_vs_starter[4,4]",4443.22862154637
"spec_vs_starter[4,5]",3665.09891606292
"spec_vs_starter[4,6]",4191.1269406099
"spec_vs_starter[4,7]",3772.25610694845
"spec_vs_starter[5,1]",3867.31488284771
"spec_vs_starter[5,2]",4350.72257557101
"spec_vs_starter[5,3]",4723.49782002557
"spec_vs_starter[5,4]",4334.52842876008
"spec_vs_starter[5,5]",3623.86133541148
"spec_vs_starter[5,6]",4009.35466177965
"spec_vs_starter[5,7]",3443.05736134088
"spec_vs_starter[6,1]",4246.99604009236
"spec_vs_starter[6,2]",4538.11541119133
"spec_vs_starter[6,3]",4364.55059556355
"spec_vs_starter[6,4]",4991.58841922372
"spec_vs_starter[6,5]",3637.60500402808
"spec_vs_starter[6,6]",4054.60037629018
"spec_vs_starter[6,7]",3237.02821302285
"spec_vs_starter[7,1]",4797.14500110368
"spec_vs_starter[7,2]",4753.39015487819
"spec_vs_starter[7,3]",5015.31050680259
"spec_vs_starter[7,4]",4294.73838313423
"spec_vs_starter[7,5]",3651.59159382971
"spec_vs_starter[7,6]",3971.42071499919
"spec_vs_starter[7,7]",4664.87363659705
"spec_vs_starter[8,1]",3653.56699449858
"spec_vs_starter[8,2]",4243.85218398863
"spec_vs_starter[8,3]",5159.49976845051
"spec_vs_starter[8,4]",5110.29334738306
"spec_vs_starter[8,5]",3995.66847297569
"spec_vs_starter[8,6]",4359.87656931481
"spec_vs_starter[8,7]",4675.25621076824
"spec_vs_starter[9,1]",4322.41333287673
"spec_vs_starter[9,2]",4393.236366212
"spec_vs_starter[9,3]",4227.26459773217
"spec_vs_starter[9,4]",4363.34523116099
"spec_vs_starter[9,5]",4627.2769510607
"spec_vs_starter[9,6]",4830.3975991541
"spec_vs_starter[9,7]",3917.89094616046
"spec_vs_starter[10,1]",4719.24843094731
"spec_vs_starter[10,2]",4281.86190022901
"spec_vs_starter[10,3]",4033.41791282064
"spec_vs_starter[10,4]",4782.131414643
"spec_vs_starter[10,5]",4128.62312834719
"spec_vs_starter[10,6]",4302.29374690742
"spec_vs_starter[10,7]",4047.16068607639
"spec_vs_starter[11,1]",3804.8756998346
"spec_vs_starter[11,2]",4023.75663167734
"spec_vs_starter[11,3]",3588.24302368339
"spec_vs_starter[11,4]",4193.73704521164
"spec_vs_starter[11,5]",4597.02494003257
"spec_vs_starter[11,6]",3650.33633379548
"spec_vs_starter[11,7]",4091.54478558969
"spec_vs_starter[12,1]",3453.9102192759
"spec_vs_starter[12,2]",5165.34221041984
"spec_vs_starter[12,3]",3744.2903167942
"spec_vs_starter[12,4]",4630.8760828275
"spec_vs_starter[12,5]",4460.03460763237
"spec_vs_starter[12,6]",4802.04003192305
"spec_vs_starter[12,7]",4395.81399784309
"spec_vs_starter[13,1]",3610.09576755036
"spec_vs_starter[13,2]",4479.26130625677
"spec_vs_starter[13,3]",4422.80013174825
"spec_vs_starter[13,4]",4543.69453100992
"spec_vs_starter[13,5]",4471.38540347176
"spec_vs_starter[13,6]",4192.64790159362
"spec_vs_starter[13,7]",4120.17351466596
"spec_vs_starter[14,1]",4517.49056868058
"spec_vs_starter[14,2]",4237.62276995376
"spec_vs_starter[14,3]",2490.84990415379
"spec_vs_starter[14,4]",3914.3717541339
"spec_vs_starter[14,5]",3974.73599665734
"spec_vs_starter[14,6]",4890.63277510003
"spec_vs_starter[14,7]",4534.92688762212
"spec_vs_starter[15,1]",4131.12280157023
"spec_vs_starter[15,2]",4705.48478570112
"spec_vs_starter[15,3]",4595.80307334732
"spec_vs_starter[15,4]",3934.13735799481
"spec_vs_starter[15,5]",4880.52492682034
"spec_vs_starter[15,6]",5311.35905559939
"spec_vs_starter[15,7]",4947.3462447954
"spec_vs_starter[16,1]",4288.09471555952
"spec_vs_starter[16,2]",4550.03582954727
"spec_vs_starter[16,3]",4187.38365625592
"spec_vs_starter[16,4]",4708.36004644594
"spec_vs_starter[16,5]",3861.83420258129
"spec_vs_starter[16,6]",4392.64879046129
"spec_vs_starter[16,7]",4358.98040937638
"spec_vs_starter[17,1]",3852.41753118656
"spec_vs_starter[17,2]",4862.24531530284
"spec_vs_starter[17,3]",4385.09356892585
"spec_vs_starter[17,4]",4185.76114915245
"spec_vs_starter[17,5]",4796.4207524922
"spec_vs_starter[17,6]",4291.6478995121
"spec_vs_starter[17,7]",4409.46274650274
"spec_vs_starter[18,1]",4285.04735165411
"spec_vs_starter[18,2]",4031.45129190247
"spec_vs_starter[18,3]",4488.45888933917
"spec_vs_starter[18,4]",4160.94655394426
"spec_vs_starter[18,5]",4945.34282012749
"spec_vs_starter[18,6]",4088.91427447204
"spec_vs_starter[18,7]",4229.30189223869
"spec_vs_starter[19,1]",3678.09669972682
"spec_vs_starter[19,2]",4166.28158095044
"spec_vs_starter[19,3]",3705.50918181406
"spec_vs_starter[19,4]",3792.73051123764
"spec_vs_starter[19,5]",4419.04739719051
"spec_vs_starter[19,6]",4424.89603577105
"spec_vs_starter[19,7]",4710.74789808954
"spec_vs_starter[20,1]",4507.4391136605
"spec_vs_starter[20,2]",4818.60440559308
"spec_vs_starter[20,3]",4630.90441747118
"spec_vs_starter[20,4]",3940.408328391
"spec_vs_starter[20,5]",3974.13289026093
"spec_vs_starter[20,6]",4331.29762018545
"spec_vs_starter[20,7]",5859.62513193496
"spec_vs_spec[1,1]",5253.99072402993
"spec_vs_spec[1,2]",4928.33477984983
"spec_vs_spec[1,3]",5045.66669511804
"spec_vs_spec[1,4]",4198.64376085955
"spec_vs_spec[1,5]",4402.42066267714
"spec_vs_spec[1,6]",4105.67073897838
"spec_vs_spec[1,7]",4344.8167726137
"spec_vs_spec[1,8]",5262.63388674037
"spec_vs_spec[1,9]",4825.38018777468
"spec_vs_spec[1,10]",4034.95183507792
"spec_vs_spec[1,11]",4863.29359791537
"spec_vs_spec[1,12]",3639.62569418182
"spec_vs_spec[1,13]",4099.5861001538
"spec_vs_spec[1,14]",4900.79048110137
"spec_vs_spec[1,15]",4520.95380382063
"spec_vs_spec[1,16]",4561.29051536062
"spec_vs_spec[1,17]",4291.71841172668
"spec_vs_spec[1,18]",4508.13437121541
"spec_vs_spec[1,19]",5408.25067943188
"spec_vs_spec[1,20]",4428.72132123579
"spec_vs_spec[2,1]",4926.20792527636
"spec_vs_spec[2,2]",4493.33277016803
"spec_vs_spec[2,3]",5260.06447705425
"spec_vs_spec[2,4]",4400.64159535851
"spec_vs_spec[2,5]",4607.09488847436
"spec_vs_spec[2,6]",5118.4464426595
"spec_vs_spec[2,7]",5266.39894123785
"spec_vs_spec[2,8]",4755.28588701257
"spec_vs_spec[2,9]",5019.6160184602
"spec_vs_spec[2,10]",4350.32699518209
"spec_vs_spec[2,11]",4696.27242248102
"spec_vs_spec[2,12]",5253.45887472367
"spec_vs_spec[2,13]",4333.7057472283
"spec_vs_spec[2,14]",4263.35495923296
"spec_vs_spec[2,15]",4179.40641993698
"spec_vs_spec[2,16]",5342.14847401016
"spec_vs_spec[2,17]",4000.76380513891
"spec_vs_spec[2,18]",3817.64620452611
"spec_vs_spec[2,19]",4543.65525285632
"spec_vs_spec[2,20]",5228.04325197778
"spec_vs_spec[3,1]",4579.55076844268
"spec_vs_spec[3,2]",4568.592338355
"spec_vs_spec[3,3]",4485.80119100304
"spec_vs_spec[3,4]",4440.82181349801
"spec_vs_spec[3,5]",5105.85581611837
"spec_vs_spec[3,6]",4787.38491778882
"spec_vs_spec[3,7]",5049.32964097766
"spec_vs_spec[3,8]",4436.17471628647
"spec_vs_spec[3,9]",4712.4695982621
"spec_vs_spec[3,10]",4701.55517999423
"spec_vs_spec[3,11]",4781.3930574375
"spec_vs_spec[3,12]",4558.64940644109
"spec_vs_spec[3,13]",4481.37543190543
"spec_vs_spec[3,14]",4277.8054149103
"spec_vs_spec[3,15]",5331.14481893049
"spec_vs_spec[3,16]",3878.7470138133
"spec_vs_spec[3,17]",4463.93260913876
"spec_vs_spec[3,18]",4878.81717381927
"spec_vs_spec[3,19]",5056.90088320488
"spec_vs_spec[3,20]",5184.02787084868
"spec_vs_spec[4,1]",4654.73090730723
"spec_vs_spec[4,2]",4205.41869645542
"spec_vs_spec[4,3]",4907.76700947676
"spec_vs_spec[4,4]",4348.68531429801
"spec_vs_spec[4,5]",5004.31069300991
"spec_vs_spec[4,6]",4184.23554315976
"spec_vs_spec[4,7]",4332.17205804246
"spec_vs_spec[4,8]",5027.14763483538
"spec_vs_spec[4,9]",4781.07118209009
"spec_vs_spec[4,10]",4796.23151679301
"spec_vs_spec[4,11]",4052.38432019061
"spec_vs_spec[4,12]",4145.55841308456
"spec_vs_spec[4,13]",4245.60000270198
"spec_vs_spec[4,14]",4638.47884371055
"spec_vs_spec[4,15]",3647.99251101543
"spec_vs_spec[4,16]",4346.68035273746
"spec_vs_spec[4,17]",4303.31430607543
"spec_vs_spec[4,18]",4938.53158939118
"spec_vs_spec[4,19]",3992.94228357171
"spec_vs_spec[4,20]",4325.69824539182
"spec_vs_spec[5,1]",4608.37677357764
"spec_vs_spec[5,2]",3868.42560279
"spec_vs_spec[5,3]",5090.80764471194
"spec_vs_spec[5,4]",4717.52295867482
"spec_vs_spec[5,5]",4592.95702999306
"spec_vs_spec[5,6]",4394.40447694348
"spec_vs_spec[5,7]",5103.0251780891
"spec_vs_spec[5,8]",4523.71371115281
"spec_vs_spec[5,9]",4345.57451204726
"spec_vs_spec[5,10]",4755.74074843392
"spec_vs_spec[5,11]",4418.22652217738
"spec_vs_spec[5,12]",4220.41936347982
"spec_vs_spec[5,13]",4436.68385265019
"spec_vs_spec[5,14]",4593.99902455849
"spec_vs_spec[5,15]",4805.7989130474
"spec_vs_spec[5,16]",4877.63844139947
"spec_vs_spec[5,17]",4154.27456643947
"spec_vs_spec[5,18]",5126.60936130186
"spec_vs_spec[5,19]",4824.26686007692
"spec_vs_spec[5,20]",4270.14932677007
"spec_vs_spec[6,1]",4349.33746853248
"spec_vs_spec[6,2]",4560.94769179732
"spec_vs_spec[6,3]",4842.1852965924
"spec_vs_spec[6,4]",4195.71646664559
"spec_vs_spec[6,5]",4328.50244106284
"spec_vs_spec[6,6]",3541.34879689067
"spec_vs_spec[6,7]",3784.51582842393
"spec_vs_spec[6,8]",5239.67631572803
"spec_vs_spec[6,9]",4679.82895444982
"spec_vs_spec[6,10]",5712.84236636159
"spec_vs_spec[6,11]",4997.45356771318
"spec_vs_spec[6,12]",4091.74057030929
"spec_vs_spec[6,13]",4975.70268691914
"spec_vs_spec[6,14]",4112.95320693229
"spec_vs_spec[6,15]",4353.94151320784
"spec_vs_spec[6,16]",5120.50112517773
"spec_vs_spec[6,17]",5161.85712612673
"spec_vs_spec[6,18]",4648.70482521764
"spec_vs_spec[6,19]",4318.60412433656
"spec_vs_spec[6,20]",5105.9030731231
"spec_vs_spec[7,1]",4533.5613138392
"spec_vs_spec[7,2]",4866.21917630484
"spec_vs_spec[7,3]",5126.29120915511
"spec_vs_spec[7,4]",4515.11925461862
"spec_vs_spec[7,5]",5152.60021019972
"spec_vs_spec[7,6]",4450.27249190316
"spec_vs_spec[7,7]",4922.93996982101
"spec_vs_spec[7,8]",5348.59298879108
"spec_vs_spec[7,9]",4465.65788344702
"spec_vs_spec[7,10]",4718.70134083285
"spec_vs_spec[7,11]",4947.64578448526
"spec_vs_spec[7,12]",4681.1146794418
"spec_vs_spec[7,13]",4611.92720736538
"spec_vs_spec[7,14]",4543.27873080598
"spec_vs_spec[7,15]",4695.27588900286
"spec_vs_spec[7,16]",4185.01402249981
"spec_vs_spec[7,17]",5184.737790167
"spec_vs_spec[7,18]",3697.06040872578
"spec_vs_spec[7,19]",4186.03483647166
"spec_vs_spec[7,20]",4228.31893945387
"spec_vs_spec[8,1]",4271.22314833295
"spec_vs_spec[8,2]",4201.86793612216
"spec_vs_spec[8,3]",4467.62555137653
"spec_vs_spec[8,4]",4920.94767688682
"spec_vs_spec[8,5]",4910.78173183485
"spec_vs_spec[8,6]",4667.63087399499
"spec_vs_spec[8,7]",4170.24127719651
"spec_vs_spec[8,8]",5177.73344567485
"spec_vs_spec[8,9]",4686.66231984234
"spec_vs_spec[8,10]",4437.89892979031
"spec_vs_spec[8,11]",5199.10339470521
"spec_vs_spec[8,12]",4158.58520961969
"spec_vs_spec[8,13]",4960.8521511019
"spec_vs_spec[8,14]",3808.34942451681
"spec_vs_spec[8,15]",4579.48955033852
"spec_vs_spec[8,16]",3654.55883431911
"spec_vs_spec[8,17]",4758.86047187959
"spec_vs_spec[8,18]",4794.00401094805
"spec_vs_spec[8,19]",4475.01193572775
"spec_vs_spec[8,20]",4265.24144340689
"spec_vs_spec[9,1]",4846.19760674372
"spec_vs_spec[9,2]",5116.11256966071
"spec_vs_spec[9,3]",4911.3618980629
"spec_vs_spec[9,4]",4685.88445852029
"spec_vs_spec[9,5]",4437.32678195944
"spec_vs_spec[9,6]",3600.59501437261
"spec_vs_spec[9,7]",4334.92252043357
"spec_vs_spec[9,8]",3842.46851131782
"spec_vs_spec[9,9]",4355.8564315809
"spec_vs_spec[9,10]",5007.95467589046
"spec_vs_spec[9,11]",4891.66816267819
"spec_vs_spec[9,12]",3851.62235444375
"spec_vs_spec[9,13]",5191.92295578876
"spec_vs_spec[9,14]",4793.21963777043
"spec_vs_spec[9,15]",4171.19239979641
"spec_vs_spec[9,16]",4912.55354714344
"spec_vs_spec[9,17]",4972.28554569463
"spec_vs_spec[9,18]",5022.11836804074
"spec_vs_spec[9,19]",4501.35379267719
"spec_vs_spec[9,20]",4841.2300231855
"spec_vs_spec[10,1]",4676.85417885188
"spec_vs_spec[10,2]",4232.12890449259
"spec_vs_spec[10,3]",4040.02992835391
"spec_vs_spec[10,4]",4618.72576442935
"spec_vs_spec[10,5]",4276.93997317242
"spec_vs_spec[10,6]",5041.862642217
"spec_vs_spec[10,7]",3663.56666516498
"spec_vs_spec[10,8]",4322.90136673714
"spec_vs_spec[10,9]",4878.83082971859
"spec_vs_spec[10,10]",4637.78012903078
"spec_vs_spec[10,11]",4493.97739308262
"spec_vs_spec[10,12]",4653.26270507549
"spec_vs_spec[10,13]",4971.36723251253
"spec_vs_spec[10,14]",4666.76730839388
"spec_vs_spec[10,15]",5031.89352496247
"spec_vs_spec[10,16]",5072.22874966733
"spec_vs_spec[10,17]",4317.64193451444
"spec_vs_spec[10,18]",4642.85119687845
"spec_vs_spec[10,19]",4367.00742510037
"spec_vs_spec[10,20]",4547.786351656
"spec_vs_spec[11,1]",4346.80624534311
"spec_vs_spec[11,2]",4494.60967519744
"spec_vs_spec[11,3]",4244.29884956567
"spec_vs_spec[11,4]",4473.95998951991
"spec_vs_spec[11,5]",4717.45891888592
"spec_vs_spec[11,6]",4312.06828072351
"spec_vs_spec[11,7]",3750.5316002847
"spec_vs_spec[11,8]",4295.42764885825
"spec_vs_spec[11,9]",4351.08027200295
"spec_vs_spec[11,10]",4749.03760324259
"spec_vs_spec[11,11]",4619.82400919874
"spec_vs_spec[11,12]",4055.41197451673
"spec_vs_spec[11,13]",4419.83385491343
"spec_vs_spec[11,14]",4497.69712622257
"spec_vs_spec[11,15]",4751.57744292934
"spec_vs_spec[11,16]",4813.79821438972
"spec_vs_spec[11,17]",4225.38432752765
"spec_vs_spec[11,18]",4092.23293628411
"spec_vs_spec[11,19]",4844.11058976197
"spec_vs_spec[11,20]",4117.37492038095
"spec_vs_spec[12,1]",3751.91488106664
"spec_vs_spec[12,2]",4904.38216271344
"spec_vs_spec[12,3]",4486.79265029243
"spec_vs_spec[12,4]",4217.17378775123
"spec_vs_spec[12,5]",4709.28402816862
"spec_vs_spec[12,6]",4012.60863761067
"spec_vs_spec[12,7]",5644.05429545039
"spec_vs_spec[12,8]",4890.99839653743
"spec_vs_spec[12,9]",4480.00690194425
"spec_vs_spec[12,10]",4611.73513600746
"spec_vs_spec[12,11]",4405.98132729593
"spec_vs_spec[12,12]",4628.4297791027
"spec_vs_spec[12,13]",4386.65728372932
"spec_vs_spec[12,14]",4361.99094127379
"spec_vs_spec[12,15]",4341.05189846569
"spec_vs_spec[12,16]",5081.44353492572
"spec_vs_spec[12,17]",4742.32379131992
"spec_vs_spec[12,18]",4898.61706239712
"spec_vs_spec[12,19]",4670.95225940015
"spec_vs_spec[12,20]",4728.143284916
"spec_vs_spec[13,1]",4640.05449238155
"spec_vs_spec[13,2]",4186.14431203282
"spec_vs_spec[13,3]",5433.73584238528
"spec_vs_spec[13,4]",4842.4418981658
"spec_vs_spec[13,5]",5088.84837928554
"spec_vs_spec[13,6]",4446.49634866279
"spec_vs_spec[13,7]",4607.11072106031
"spec_vs_spec[13,8]",4551.84204354777
"spec_vs_spec[13,9]",4648.94388569467
"spec_vs_spec[13,10]",4235.0064292851
"spec_vs_spec[13,11]",4350.9542309761
"spec_vs_spec[13,12]",4701.65818400034
"spec_vs_spec[13,13]",5258.48102468999
"spec_vs_spec[13,14]",4840.44392104006
"spec_vs_spec[13,15]",4392.0894951662
"spec_vs_spec[13,16]",5041.63151804858
"spec_vs_spec[13,17]",4444.69791449243
"spec_vs_spec[13,18]",4316.99771856952
"spec_vs_spec[13,19]",4833.76603003417
"spec_vs_spec[13,20]",4176.23569807175
"spec_vs_spec[14,1]",4354.39559642801
"spec_vs_spec[14,2]",4429.02024528678
"spec_vs_spec[14,3]",4490.10170936195
"spec_vs_spec[14,4]",4118.83300133905
"spec_vs_spec[14,5]",4267.80688259186
"spec_vs_spec[14,6]",3909.45403257209
"spec_vs_spec[14,7]",5370.07175411519
"spec_vs_spec[14,8]",4255.44299893036
"spec_vs_spec[14,9]",4092.84700466787
"spec_vs_spec[14,10]",4456.62086254568
"spec_vs_spec[14,11]",4543.11353139095
"spec_vs_spec[14,12]",4288.54787322894
"spec_vs_spec[14,13]",3954.67555564498
"spec_vs_spec[14,14]",3693.24231622995
"spec_vs_spec[14,15]",4364.92279004508
"spec_vs_spec[14,16]",3862.74430982312
"spec_vs_spec[14,17]",4169.99738082537
"spec_vs_spec[14,18]",4012.98741419234
"spec_vs_spec[14,19]",4258.61409141207
"spec_vs_spec[14,20]",4571.33605664094
"spec_vs_spec[15,1]",4798.59187582127
"spec_vs_spec[15,2]",4624.66305532757
"spec_vs_spec[15,3]",4498.30811395976
"spec_vs_spec[15,4]",4344.33019276162
"spec_vs_spec[15,5]",3570.40422480795
"spec_vs_spec[15,6]",4964.562267277
"spec_vs_spec[15,7]",5069.09312978393
"spec_vs_spec[15,8]",5536.10515700169
"spec_vs_spec[15,9]",5169.68329331339
"spec_vs_spec[15,10]",4962.73600933821
"spec_vs_spec[15,11]",5387.09207573434
"spec_vs_spec[15,12]",4531.26860468439
"spec_vs_spec[15,13]",4956.07504611891
"spec_vs_spec[15,14]",5240.26930229541
"spec_vs_spec[15,15]",4762.59676454097
"spec_vs_spec[15,16]",4593.83213168826
"spec_vs_spec[15,17]",3988.25915095345
"spec_vs_spec[15,18]",5370.20824680077
"spec_vs_spec[15,19]",4645.65225817727
"spec_vs_spec[15,20]",4810.7636362804
"spec_vs_spec[16,1]",4431.29867809996
"spec_vs_spec[16,2]",3984.46620475277
"spec_vs_spec[16,3]",4938.08818594788
"spec_vs_spec[16,4]",4277.36178693393
"spec_vs_spec[16,5]",4601.28094300081
"spec_vs_spec[16,6]",4359.4720419464
"spec_vs_spec[16,7]",5111.38193283037
"spec_vs_spec[16,8]",4520.44065371325
"spec_vs_spec[16,9]",4450.18392900257
"spec_vs_spec[16,10]",5600.5930041657
"spec_vs_spec[16,11]",4107.27204865743
"spec_vs_spec[16,12]",4667.88637913202
"spec_vs_spec[16,13]",5298.61467425488
"spec_vs_spec[16,14]",5057.65076090599
"spec_vs_spec[16,15]",4472.30864680185
"spec_vs_spec[16,16]",4572.96138697267
"spec_vs_spec[16,17]",4515.84957791989
"spec_vs_spec[16,18]",4792.39000828777
"spec_vs_spec[16,19]",4093.9751658028
"spec_vs_spec[16,20]",5077.83106420467
"spec_vs_spec[17,1]",4060.04065450649
"spec_vs_spec[17,2]",4494.87006287551
"spec_vs_spec[17,3]",5409.87666381938
"spec_vs_spec[17,4]",4523.91029400664
"spec_vs_spec[17,5]",3887.48624819395
"spec_vs_spec[17,6]",4309.37318555004
"spec_vs_spec[17,7]",4564.25871886484
"spec_vs_spec[17,8]",5330.36296737046
"spec_vs_spec[17,9]",4068.37064032669
"spec_vs_spec[17,10]",3879.28068979404
"spec_vs_spec[17,11]",3565.29907382956
"spec_vs_spec[17,12]",4586.93901047236
"spec_vs_spec[17,13]",5156.67921842813
"spec_vs_spec[17,14]",5011.64925790851
"spec_vs_spec[17,15]",4588.80343680725
"spec_vs_spec[17,16]",4419.10720595573
"spec_vs_spec[17,17]",4099.65308523761
"spec_vs_spec[17,18]",4490.11214019444
"spec_vs_spec[17,19]",3753.13965985489
"spec_vs_spec[17,20]",5127.67418852742
"spec_vs_spec[18,1]",4880.0270924391
"spec_vs_spec[18,2]",4289.66172793707
"spec_vs_spec[18,3]",3907.88035604919
"spec_vs_spec[18,4]",5046.68104019817
"spec_vs_spec[18,5]",4623.51519537459
"spec_vs_spec[18,6]",4415.60195466065
"spec_vs_spec[18,7]",4857.64992634705
"spec_vs_spec[18,8]",3974.61428266697
"spec_vs_spec[18,9]",3812.1314440455
"spec_vs_spec[18,10]",4403.2684727765
"spec_vs_spec[18,11]",5083.80150984412
"spec_vs_spec[18,12]",4848.83018988511
"spec_vs_spec[18,13]",4359.01006185347
"spec_vs_spec[18,14]",4649.78177218457
"spec_vs_spec[18,15]",4167.96657750208
"spec_vs_spec[18,16]",4640.6358404713
"spec_vs_spec[18,17]",4270.40863156141
"spec_vs_spec[18,18]",4698.41952165823
"spec_vs_spec[18,19]",5145.91494552916
"spec_vs_spec[18,20]",5504.75192477179
"spec_vs_spec[19,1]",3882.24947533282
"spec_vs_spec[19,2]",4999.7926028597
"spec_vs_spec[19,3]",5167.42305637864
"spec_vs_spec[19,4]",4007.00946669089
"spec_vs_spec[19,5]",4400.83147916782
"spec_vs_spec[19,6]",4657.55989077125
"spec_vs_spec[19,7]",5193.89937898511
"spec_vs_spec[19,8]",4602.20247472612
"spec_vs_spec[19,9]",4503.06469128124
"spec_vs_spec[19,10]",3701.98462379976
"spec_vs_spec[19,11]",5459.64353351233
"spec_vs_spec[19,12]",4729.87461414687
"spec_vs_spec[19,13]",4446.05972954902
"spec_vs_spec[19,14]",4208.85514411855
"spec_vs_spec[19,15]",4758.82997755974
"spec_vs_spec[19,16]",4142.37325868659
"spec_vs_spec[19,17]",4359.76055463333
"spec_vs_spec[19,18]",4837.53378341742
"spec_vs_spec[19,19]",4474.19503813812
"spec_vs_spec[19,20]",4652.73362415894
"spec_vs_spec[20,1]",4515.02411150158
"spec_vs_spec[20,2]",4933.88574024548
"spec_vs_spec[20,3]",5077.95576465098
"spec_vs_spec[20,4]",4368.94087061489
"spec_vs_spec[20,5]",4900.15323167141
"spec_vs_spec[20,6]",4699.01655650582
"spec_vs_spec[20,7]",4969.49854798669
"spec_vs_spec[20,8]",4808.85796674344
"spec_vs_spec[20,9]",4405.28000511131
"spec_vs_spec[20,10]",4223.49682239684
"spec_vs_spec[20,11]",4660.45130362848
"spec_vs_spec[20,12]",4684.95345893501
